,Category,DayGrid,M+,M-,M-D,MD,MH,MN,PriceGrid,QtyGrid,QtyPriceFunction,SubsFactor,TimeFunction,Unnamed: 0
4808,863,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5446,863,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6084,863,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6722,863,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7360,863,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7998,863,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8636,863,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9274,863,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9912,863,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
343,875,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
981,875,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1619,875,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2257,875,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2895,875,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3533,875,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4171,875,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4809,875,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5447,875,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6085,875,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6723,875,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7361,875,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7999,875,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8637,875,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9275,875,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9913,875,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
344,878,30,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
982,878,NotUseDaysFactor,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1620,878,30,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2258,878,NotUseDaysFactor,0.7083333333,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2896,878,30,3.7436129621,0,0,0.5,2,2,1,0,nonlinear,1.1,sigmoid,3
3534,878,NotUseDaysFactor,3.7436129621,0,0,0.5,2,2,1,0,nonlinear,1.1,sigmoid,3
4172,878,30,3.7436129621,0,0,0.5,2,2,1,0,nonlinear,2,sigmoid,3
4810,878,NotUseDaysFactor,3.7436129621,0,0,0.5,2,2,1,0,nonlinear,2,sigmoid,3
5448,878,30,4.720829607,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6086,878,NotUseDaysFactor,4.720829607,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6724,878,30,4.720829607,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7362,878,NotUseDaysFactor,4.720829607,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8000,878,30,15.7167623341,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8638,878,NotUseDaysFactor,15.7167623341,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9276,878,30,15.7167623341,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9914,878,NotUseDaysFactor,15.7167623341,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
345,881,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
983,881,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1621,881,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2259,881,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2897,881,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3535,881,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4173,881,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4811,881,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5449,881,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6087,881,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6725,881,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7363,881,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8001,881,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8639,881,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9277,881,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9915,881,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
346,884,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
984,884,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1622,884,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2260,884,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2898,884,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3536,884,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4174,884,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4812,884,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5450,884,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6088,884,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6726,884,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7364,884,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8002,884,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8640,884,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9278,884,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9916,884,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
347,887,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
985,887,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1623,887,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2261,887,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2899,887,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3537,887,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4175,887,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4813,887,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5451,887,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6089,887,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6727,887,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7365,887,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8003,887,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8641,887,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9279,887,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9917,887,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
348,893,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
986,893,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1624,893,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2262,893,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2900,893,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3538,893,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4176,893,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4814,893,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5452,893,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6090,893,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6728,893,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7366,893,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8004,893,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8642,893,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9280,893,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9918,893,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
349,896,30,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
987,896,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1625,896,30,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2263,896,NotUseDaysFactor,0.75,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2901,896,30,3.698630137,0,0,0.5,2,2,1,0,nonlinear,1.1,sigmoid,3
3539,896,NotUseDaysFactor,3.698630137,0,0,0.5,2,2,1,0,nonlinear,1.1,sigmoid,3
4177,896,30,3.698630137,0,0,0.5,2,2,1,0,nonlinear,2,sigmoid,3
4815,896,NotUseDaysFactor,3.698630137,0,0,0.5,2,2,1,0,nonlinear,2,sigmoid,3
5453,896,30,4.96875,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6091,896,NotUseDaysFactor,4.96875,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6729,896,30,4.96875,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7367,896,NotUseDaysFactor,4.96875,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8005,896,30,24.5034246575,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8643,896,NotUseDaysFactor,24.5034246575,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9281,896,30,24.5034246575,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9919,896,NotUseDaysFactor,24.5034246575,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
350,911,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
988,911,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1626,911,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2264,911,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2902,911,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3540,911,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4178,911,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4816,911,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5454,911,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6092,911,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6730,911,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7368,911,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8006,911,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8644,911,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9282,911,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9920,911,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
351,914,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
989,914,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1627,914,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2265,914,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2903,914,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3541,914,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4179,914,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4817,914,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5455,914,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6093,914,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6731,914,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7369,914,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8007,914,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8645,914,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9283,914,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9921,914,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
352,917,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
990,917,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1628,917,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2266,917,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2904,917,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3542,917,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4180,917,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4818,917,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5456,917,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6094,917,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6732,917,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7370,917,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8008,917,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8646,917,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9284,917,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9922,917,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
353,920,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
991,920,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1629,920,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2267,920,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2905,920,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3543,920,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4181,920,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4819,920,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5457,920,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6095,920,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6733,920,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7371,920,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8009,920,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8647,920,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9285,920,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9923,920,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
354,923,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
992,923,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1630,923,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2268,923,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2906,923,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3544,923,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4182,923,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4820,923,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5458,923,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6096,923,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6734,923,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7372,923,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8010,923,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8648,923,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9286,923,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9924,923,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
355,929,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
993,929,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1631,929,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2269,929,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2907,929,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3545,929,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4183,929,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4821,929,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5459,929,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6097,929,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6735,929,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7373,929,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8011,929,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8649,929,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9287,929,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9925,929,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
356,932,30,0.5982142857,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
994,932,NotUseDaysFactor,0.5982142857,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1632,932,30,0.5982142857,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2270,932,NotUseDaysFactor,0.5982142857,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2908,932,30,5.5157293293,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3546,932,NotUseDaysFactor,5.5157293293,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4184,932,30,5.5157293293,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4822,932,NotUseDaysFactor,5.5157293293,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5460,932,30,4.8655643853,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6098,932,NotUseDaysFactor,4.8655643853,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6736,932,30,4.8655643853,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7374,932,NotUseDaysFactor,4.8655643853,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8012,932,30,35.4660367917,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
8650,932,NotUseDaysFactor,35.4660367917,0,0,0.2,2,6,1,1,nonlinear,1.1,sigmoid,2
9288,932,30,35.4660367917,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
9926,932,NotUseDaysFactor,35.4660367917,0,0,0.2,2,6,1,1,nonlinear,2,sigmoid,2
357,935,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
995,935,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1633,935,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2271,935,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2909,935,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3547,935,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4185,935,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4823,935,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5461,935,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6099,935,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6737,935,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7375,935,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8013,935,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8651,935,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9289,935,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9927,935,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
358,938,30,0.7125,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
996,938,NotUseDaysFactor,0.7125,0,0,1.5,2,2,0,0,nonlinear,1.1,sigmoid,9
1634,938,30,0.775,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2272,938,NotUseDaysFactor,0.775,0,0,1.5,2,2,0,0,nonlinear,2,sigmoid,9
2910,938,30,4.5700628284,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3548,938,NotUseDaysFactor,4.5700628284,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4186,938,30,4.9695078601,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4824,938,NotUseDaysFactor,4.9695078601,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5462,938,30,5.0090304296,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6100,938,NotUseDaysFactor,5.0090304296,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6738,938,30,5.6504122505,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7376,938,NotUseDaysFactor,5.6504122505,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8014,938,30,32.5275137969,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8652,938,NotUseDaysFactor,32.5275137969,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9290,938,30,36.626662306,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9928,938,NotUseDaysFactor,36.626662306,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
359,944,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
997,944,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1635,944,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2273,944,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2911,944,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3549,944,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4187,944,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4825,944,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5463,944,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6101,944,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6739,944,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7377,944,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8015,944,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
8653,944,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
9291,944,30,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
9929,944,NotUseDaysFactor,0,0,0,0.2,2,2,1,1,nonlinear,2,sigmoid,0
360,947,30,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
998,947,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,1.1,sigmoid,0
1636,947,30,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2274,947,NotUseDaysFactor,0,0,0,0.2,2,2,0,0,nonlinear,2,sigmoid,0
2912,947,30,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
3550,947,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,1.1,sigmoid,0
4188,947,30,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
4826,947,NotUseDaysFactor,0,0,0,0.2,2,2,1,0,nonlinear,2,sigmoid,0
5464,947,30,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6102,947,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,1.1,sigmoid,0
6740,947,30,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
7378,947,NotUseDaysFactor,0,0,0,0.2,2,2,0,1,nonlinear,2,sigmoid,0
8016,947,30,0,0,0,0.2,2,2,1,1,nonlinear,1.1,sigmoid,0
